CNN,SURVEY_SOURCE,PRIMARY_STREET,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
,SFMTA,34TH AVE,QUINTARA ST,RIVERA ST,,tube,NB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,318,,,28,23,,,,,,,,,
,SFMTA,34TH AVE,QUINTARA ST,RIVERA ST,,tube,SB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,338,,,33,26,,,,,,,,,
,SFMTA,34TH AVE,QUINTARA ST,RIVERA ST,,tube,SB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,362,,,32,25,,,,,,,,,
,SFMTA,35TH AVE,PACHECO ST,ORTEGA ST,,tube,NB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,298,,,32,26,,,,,,,,,
,SFMTA,35TH AVE,PACHECO ST,ORTEGA ST,,tube,NB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,303,,,32,25,,,,,,,,,
,SFMTA,35TH AVE,PACHECO ST,ORTEGA ST,,tube,SB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,284,,,29,24,,,,,,,,,
,SFMTA,35TH AVE,PACHECO ST,ORTEGA ST,,tube,SB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,266,,,31,25,,,,,,,,,
,SFMTA,ARELIOUS WALKER DR,DONNER AVE,CARROLL AVE,,tube,NB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,459,,,24,19,,,,,,,,,
,SFMTA,ARELIOUS WALKER DR,DONNER AVE,CARROLL AVE,,tube,NB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,457,,,24,19,,,,,,,,,
,SFMTA,ARELIOUS WALKER DR,DONNER AVE,CARROLL AVE,,tube,SB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,518,,,23,18,,,,,,,,,
,SFMTA,ARELIOUS WALKER DR,DONNER AVE,CARROLL AVE,,tube,SB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,548,,,24,18,,,,,,,,,
,SFMTA,BUENA VISTA TER,ROOSEVELT WY,BUENA VISTA EAST,,tube,NB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,860,,,24,19,,,,,,,,,
,SFMTA,BUENA VISTA TER,ROOSEVELT WY,BUENA VISTA EAST,,tube,NB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,914,,,24,19,,,,,,,,,
,SFMTA,BUENA VISTA TER,ROOSEVELT WY,BUENA VISTA EAST,,tube,SB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,900,,,24,20,,,,,,,,,
,SFMTA,BUENA VISTA TER,ROOSEVELT WY,BUENA VISTA EAST,,tube,SB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,928,,,24,19,,,,,,,,,
,SFMTA,COLEMAN ST,INNES AVE,HUDSON AVE,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,101,,,19,15,,,,,,,,,
,SFMTA,COLEMAN ST,INNES AVE,HUDSON AVE,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,84,,,19,14,,,,,,,,,
,SFMTA,COLEMAN ST,INNES AVE,HUDSON AVE,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,65,,,20,15,,,,,,,,,
,SFMTA,COLEMAN ST,INNES AVE,HUDSON AVE,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,67,,,19,14,,,,,,,,,
,SFMTA,DAY ST,CHURCH ST,DOLORES ST,,tube,WB,1,24,WEDNESDAY,24,2,2021,residential,QUALITY COUNTS,616,,,30,24,,,,,,,,,
,SFMTA,DAY ST,CHURCH ST,DOLORES ST,,tube,WB,2,25,THURSDAY,25,2,2021,residential,QUALITY COUNTS,480,,,30,23,,,,,,,,,
,SFMTA,DAY ST,CHURCH ST,DOLORES ST,,tube,EB,1,24,WEDNESDAY,24,2,2021,residential,QUALITY COUNTS,361,,,28,21,,,,,,,,,
,SFMTA,DAY ST,CHURCH ST,DOLORES ST,,tube,EB,2,25,THURSDAY,25,2,2021,residential,QUALITY COUNTS,350,,,27,21,,,,,,,,,
,SFMTA,DONOHUE ST,INNES AVE,GALVEZ ST,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,555,,,28,23,,,,,,,,,
,SFMTA,DONOHUE ST,INNES AVE,GALVEZ ST,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,603,,,29,23,,,,,,,,,
,SFMTA,DONOHUE ST,INNES AVE,GALVEZ ST,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,607,,,28,23,,,,,,,,,
,SFMTA,DONOHUE ST,INNES AVE,GALVEZ ST,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,613,,,28,23,,,,,,,,,
,SFMTA,DONNER AVE,ARELIOUS WALKER DR,GIANTS DR,,tube,WB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,180,,,18,13,,,,,,,,,
,SFMTA,DONNER AVE,ARELIOUS WALKER DR,GIANTS DR,,tube,WB,2,3,THURSDAY,4,3,2021,residential,QUALITY COUNTS,179,,,18,13,,,,,,,,,
,SFMTA,DONNER AVE,ARELIOUS WALKER DR,GIANTS DR,,tube,EB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,149,,,19,14,,,,,,,,,
,SFMTA,DONNER AVE,ARELIOUS WALKER DR,GIANTS DR,,tube,EB,2,3,THURSDAY,4,3,2021,residential,QUALITY COUNTS,164,,,19,14,,,,,,,,,
,SFMTA,EGBERT AVE,INGALLS ST,HAWES ST,,tube,WB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,188,,,23,16,,,,,,,,,
,SFMTA,EGBERT AVE,INGALLS ST,HAWES ST,,tube,WB,2,3,THURSDAY,4,3,2021,residential,QUALITY COUNTS,172,,,24,17,,,,,,,,,
,SFMTA,EGBERT AVE,INGALLS ST,HAWES ST,,tube,EB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,198,,,23,15,,,,,,,,,
,SFMTA,EGBERT AVE,INGALLS ST,HAWES ST,,tube,EB,2,3,THURSDAY,4,3,2021,residential,QUALITY COUNTS,186,,,24,16,,,,,,,,,
,SFMTA,FAIRFAX AVE,ACACIA AVE,CATALINA ST,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,393,,,22,17,,,,,,,,,
,SFMTA,FAIRFAX AVE,ACACIA AVE,CATALINA ST,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,448,,,22,17,,,,,,,,,
,SFMTA,FAIRFAX AVE,ACACIA AVE,CATALINA ST,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,311,,,19,14,,,,,,,,,
,SFMTA,FAIRFAX AVE,ACACIA AVE,CATALINA ST,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,311,,,19,14,,,,,,,,,
,SFMTA,GILMAN AVE,GRIFFITH ST,HAWES ST,,tube,WB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1800,,,31,25,,,,,,,,,
,SFMTA,GILMAN AVE,GRIFFITH ST,HAWES ST,,tube,WB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,1720,,,32,26,,,,,,,,,
,SFMTA,GILMAN AVE,GRIFFITH ST,HAWES ST,,tube,EB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1679,,,28,23,,,,,,,,,
,SFMTA,GILMAN AVE,GRIFFITH ST,HAWES ST,,tube,EB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,1620,,,28,23,,,,,,,,,
,SFMTA,GILMAN AVE,HAWES ST,INGALLS ST,,tube,WB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,2125,,,30,25,,,,,,,,,
,SFMTA,GILMAN AVE,HAWES ST,INGALLS ST,,tube,WB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,2041,,,31,25,,,,,,,,,
,SFMTA,GILMAN AVE,HAWES ST,INGALLS ST,,tube,EB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1862,,,28,23,,,,,,,,,
,SFMTA,GILMAN AVE,HAWES ST,INGALLS ST,,tube,EB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,1765,,,29,24,,,,,,,,,
,SFMTA,FLORIDA ST,25TH ST,26TH ST,,tube,NB,1,23,TUESDAY,23,2,2021,residential,QUALITY COUNTS,453,,,24,17,,,,,,,,,
,SFMTA,FLORIDA ST,25TH ST,26TH ST,,tube,NB,2,25,THURSDAY,25,2,2021,residential,QUALITY COUNTS,417,,,26,19,,,,,,,,,
,SFMTA,FLORIDA ST,25TH ST,26TH ST,,tube,SB,1,23,TUESDAY,23,2,2021,residential,QUALITY COUNTS,329,,,24,18,,,,,,,,,
,SFMTA,FLORIDA ST,25TH ST,26TH ST,,tube,SB,2,25,THURSDAY,25,2,2021,residential,QUALITY COUNTS,286,,,24,19,,,,,,,,,
,SFMTA,GILMAN AVE,3RD ST,JENNINGS ST,,tube,WB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,2587,,,25,25,,,,,,,,,
,SFMTA,GILMAN AVE,3RD ST,JENNINGS ST,,tube,WB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,2440,,,25,26,,,,,,,,,
,SFMTA,GILMAN AVE,3RD ST,JENNINGS ST,,tube,EB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,3130,,,23,23,,,,,,,,,
,SFMTA,GILMAN AVE,3RD ST,JENNINGS ST,,tube,EB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,3054,,,23,24,,,,,,,,,
,SFMTA,GOETTINGEN ST,SILLIMAN ST,FELTON ST,,tube,NB,1,24,WEDNESDAY,24,3,2021,residential,QUALITY COUNTS,931,,,28,23,,,,,,,,,
,SFMTA,GOETTINGEN ST,SILLIMAN ST,FELTON ST,,tube,NB,2,25,THURSDAY,25,3,2021,residential,QUALITY COUNTS,944,,,28,23,,,,,,,,,
,SFMTA,GOETTINGEN ST,SILLIMAN ST,FELTON ST,,tube,SB,1,24,WEDNESDAY,24,3,2021,residential,QUALITY COUNTS,944,,,27,22,,,,,,,,,
,SFMTA,GOETTINGEN ST,SILLIMAN ST,FELTON ST,,tube,SB,2,25,THURSDAY,25,3,2021,residential,QUALITY COUNTS,978,,,27,22,,,,,,,,,
,SFMTA,GREAT HWY,QUINTARA ST,RIVERA ST,,tube,NB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,2303,,,32,27,,,,,,,,,
,SFMTA,GREAT HWY,QUINTARA ST,RIVERA ST,,tube,NB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,2492,,,31,27,,,,,,,,,
,SFMTA,GREAT HWY,QUINTARA ST,RIVERA ST,,tube,SB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,2314,,,32,27,,,,,,,,,
,SFMTA,GREAT HWY,QUINTARA ST,RIVERA ST,,tube,SB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,2411,,,32,27,,,,,,,,,
,SFMTA,HUDSON AVE,CASHMERE ST,ARDATH CT,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,955,,,32,25,,,,,,,,,
,SFMTA,HUDSON AVE,CASHMERE ST,ARDATH CT,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1003,,,31,25,,,,,,,,,
,SFMTA,HUDSON AVE,CASHMERE ST,ARDATH CT,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1038,,,29,24,,,,,,,,,
,SFMTA,HUDSON AVE,CASHMERE ST,ARDATH CT,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1040,,,29,23,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,ARDATH CT,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,936,,,30,24,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,ARDATH CT,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,998,,,30,25,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,ARDATH CT,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1061,,,30,24,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,ARDATH CT,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1040,,,31,25,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,INGALLS ST,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,949,,,35,28,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,INGALLS ST,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1004,,,35,28,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,INGALLS ST,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1256,,,34,28,,,,,,,,,
,SFMTA,HUDSON AVE,WHITNEY YOUNG CIR,INGALLS ST,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1230,,,34,28,,,,,,,,,
,SFMTA,INNES AVE,EARL ST,DONAHUE ST,,tube,WB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1808,,,34,29,,,,,,,,,
,SFMTA,INNES AVE,EARL ST,DONAHUE ST,,tube,WB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1964,,,34,28,,,,,,,,,
,SFMTA,INNES AVE,EARL ST,DONAHUE ST,,tube,EB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1838,,,37,31,,,,,,,,,
,SFMTA,INNES AVE,EARL ST,DONAHUE ST,,tube,EB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,2068,,,37,30,,,,,,,,,
,SFMTA,INNES CT,COLEMAN ST,INNES CT,,tube,EB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,163,,,21,16,,,,,,,,,
,SFMTA,INNES CT,COLEMAN ST,INNES CT,,tube,EB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,141,,,23,18,,,,,,,,,
,SFMTA,JULES AVE,GRAFTON AVE,HOLLOWAY AVE,,tube,NB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,454,,,34,28,,,,,,,,,
,SFMTA,JULES AVE,GRAFTON AVE,HOLLOWAY AVE,,tube,NB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,399,,,33,27,,,,,,,,,
,SFMTA,JULES AVE,GRAFTON AVE,HOLLOWAY AVE,,tube,SB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,286,,,32,26,,,,,,,,,
,SFMTA,JULES AVE,GRAFTON AVE,HOLLOWAY AVE,,tube,SB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,308,,,32,25,,,,,,,,,
,SFMTA,KIRKHAM ST,47TH AVE,48TH AVE,,tube,WB,1,16,TUESDAY,16,2,2021,residential,QUALITY COUNTS,233,,,24,19,,,,,,,,,
,SFMTA,KIRKHAM ST,47TH AVE,48TH AVE,,tube,WB,2,17,WEDNESDAY,17,2,2021,residential,QUALITY COUNTS,217,,,24,19,,,,,,,,,
,SFMTA,KIRKHAM ST,47TH AVE,48TH AVE,,tube,EB,1,16,TUESDAY,16,2,2021,residential,QUALITY COUNTS,218,,,25,19,,,,,,,,,
,SFMTA,KIRKHAM ST,47TH AVE,48TH AVE,,tube,EB,2,17,WEDNESDAY,17,2,2021,residential,QUALITY COUNTS,208,,,25,19,,,,,,,,,
,SFMTA,LA SALLE AVE,CASHMERE ST,MENDELL ST,,tube,WB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1491,,,31,25,,,,,,,,,
,SFMTA,LA SALLE AVE,CASHMERE ST,MENDELL ST,,tube,WB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1491,,,30,25,,,,,,,,,
,SFMTA,LA SALLE AVE,CASHMERE ST,MENDELL ST,,tube,EB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1329,,,33,26,,,,,,,,,
,SFMTA,LA SALLE AVE,CASHMERE ST,MENDELL ST,,tube,EB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1343,,,33,26,,,,,,,,,
,SFMTA,LA SALLE AVE,NEWCOMB AVE,CASHMERE AVE,,tube,WB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,907,,,38,31,,,,,,,,,
,SFMTA,LA SALLE AVE,NEWCOMB AVE,CASHMERE AVE,,tube,WB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,889,,,37,30,,,,,,,,,
,SFMTA,LA SALLE AVE,NEWCOMB AVE,CASHMERE AVE,,tube,EB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,863,,,37,28,,,,,,,,,
,SFMTA,LA SALLE AVE,NEWCOMB AVE,CASHMERE AVE,,tube,EB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,911,,,36,28,,,,,,,,,
,SFMTA,LAKEVIEW AVE,GRANADA AVE,MIRAMAR AVE,,tube,WB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,457,,,28,22,,,,,,,,,
,SFMTA,LAKEVIEW AVE,GRANADA AVE,MIRAMAR AVE,,tube,WB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,437,,,28,22,,,,,,,,,
,SFMTA,LAKEVIEW AVE,GRANADA AVE,MIRAMAR AVE,,tube,EB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,463,,,28,22,,,,,,,,,
,SFMTA,LAKEVIEW AVE,GRANADA AVE,MIRAMAR AVE,,tube,EB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,383,,,28,22,,,,,,,,,
,SFMTA,LEE AVE,OCEAN AVE,HALLOWAY AVE,,tube,NB,1,25,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,1271,,,26,21,,,,,,,,,
,SFMTA,LEE AVE,OCEAN AVE,HALLOWAY AVE,,tube,NB,2,26,THURSDAY,18,3,2021,residential,QUALITY COUNTS,1163,,,26,21,,,,,,,,,
,SFMTA,LEE AVE,OCEAN AVE,HALLOWAY AVE,,tube,SB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,427,,,28,23,,,,,,,,,
,SFMTA,LEE AVE,OCEAN AVE,HALLOWAY AVE,,tube,SB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,412,,,28,23,,,,,,,,,
,SFMTA,LOUISBURG ST,NIAGARA AVE,GENEVA AVE,,tube,NB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,2116,,,28,23,,,,,,,,,
,SFMTA,LOUISBURG ST,NIAGARA AVE,GENEVA AVE,,tube,NB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,1954,,,28,23,,,,,,,,,
,SFMTA,MAGELLAN AVE,PACHECO ST,SOLA AVE,,tube,WB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,278,,,23,18,,,,,,,,,
,SFMTA,MAGELLAN AVE,PACHECO ST,SOLA AVE,,tube,WB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,323,,,21,16,,,,,,,,,
,SFMTA,MARIPOSA ST,TEXAS ST,MISSOURI ST,,tube,WB,1,23,TUESDAY,23,2,2021,residential,QUALITY COUNTS,329,,,19,16,,,,,,,,,
,SFMTA,MARIPOSA ST,TEXAS ST,MISSOURI ST,,tube,WB,2,25,THURSDAY,25,2,2021,residential,QUALITY COUNTS,260,,,19,16,,,,,,,,,
,SFMTA,MARIPOSA ST,TEXAS ST,MISSOURI ST,,tube,EB,1,23,TUESDAY,23,2,2021,residential,QUALITY COUNTS,608,,,23,19,,,,,,,,,
,SFMTA,MARIPOSA ST,TEXAS ST,MISSOURI ST,,tube,EB,2,25,THURSDAY,25,2,2021,residential,QUALITY COUNTS,577,,,23,19,,,,,,,,,
,SFMTA,MENDELL ST,JERROLD AVE,INNES AVE,,tube,NB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1226,,,22,17,,,,,,,,,
,SFMTA,MENDELL ST,JERROLD AVE,INNES AVE,,tube,NB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1238,,,22,18,,,,,,,,,
,SFMTA,MENDELL ST,JERROLD AVE,INNES AVE,,tube,SB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,1333,,,24,20,,,,,,,,,
,SFMTA,MENDELL ST,JERROLD AVE,INNES AVE,,tube,SB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,1344,,,24,20,,,,,,,,,
,SFMTA,MERRITT ST,MARKET ST,DANVERS ST,,tube,WB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,240,,,21,16,,,,,,,,,
,SFMTA,MERRITT ST,MARKET ST,DANVERS ST,,tube,WB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,235,,,23,18,,,,,,,,,
,SFMTA,MERRITT ST,MARKET ST,DANVERS ST,,tube,EB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,24,,,8,11,,,,,,,,,
,SFMTA,MERRITT ST,MARKET ST,DANVERS ST,,tube,EB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,13,,,8,10,,,,,,,,,
,SFMTA,PALOU AVE,RANKIN ST,QUINT ST,,tube,WB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,2359,,,32,27,,,,,,,,,
,SFMTA,PALOU AVE,RANKIN ST,QUINT ST,,tube,WB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,2367,,,32,27,,,,,,,,,
,SFMTA,PALOU AVE,RANKIN ST,QUINT ST,,tube,EB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,3007,,,33,28,,,,,,,,,
,SFMTA,PALOU AVE,RANKIN ST,QUINT ST,,tube,EB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,3157,,,33,28,,,,,,,,,
,SFMTA,PLYMOUTH AVE,GREENWOOD AVE,WILDWOOD WY,,tube,NB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,894,,,27,21,,,,,,,,,
,SFMTA,PLYMOUTH AVE,GREENWOOD AVE,WILDWOOD WY,,tube,NB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,732,,,27,22,,,,,,,,,
,SFMTA,PLYMOUTH AVE,GREENWOOD AVE,WILDWOOD WY,,tube,SB,1,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,1163,,,25,20,,,,,,,,,
,SFMTA,PLYMOUTH AVE,GREENWOOD AVE,WILDWOOD WY,,tube,SB,2,18,THURSDAY,18,3,2021,residential,QUALITY COUNTS,1012,,,26,21,,,,,,,,,
,SFMTA,POND ST,16TH ST,17TH ST,,tube,SB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,417,,,17,12,,,,,,,,,
,SFMTA,POND ST,16TH ST,17TH ST,,tube,SB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,355,,,18,12,,,,,,,,,
,SFMTA,QUESADA AVE,SILVER AVE,RANKIN ST,,tube,WB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,339,,,26,20,,,,,,,,,
,SFMTA,QUESADA AVE,SILVER AVE,RANKIN ST,,tube,WB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,350,,,27,21,,,,,,,,,
,SFMTA,QUESADA AVE,SILVER AVE,RANKIN ST,,tube,EB,1,2,TUESDAY,2,3,2021,residential,QUALITY COUNTS,379,,,27,21,,,,,,,,,
,SFMTA,QUESADA AVE,SILVER AVE,RANKIN ST,,tube,EB,2,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,406,,,27,21,,,,,,,,,
,SFMTA,ROCKRIDGE DR,RADIO TER,FUNSTON AVE,,tube,WB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,320,,,24,19,,,,,,,,,
,SFMTA,ROCKRIDGE DR,RADIO TER,FUNSTON AVE,,tube,WB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,342,,,24,19,,,,,,,,,
,SFMTA,ROCKRIDGE DR,RADIO TER,FUNSTON AVE,,tube,EB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,260,,,24,19,,,,,,,,,
,SFMTA,ROCKRIDGE DR,RADIO TER,FUNSTON AVE,,tube,EB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,268,,,24,19,,,,,,,,,
,SFMTA,SAN ANSELMO AVE,SAN BENITO WY,SANTA CLARA AVE,,tube,WB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,1111,,,24,21,,,,,,,,,
,SFMTA,SAN ANSELMO AVE,SAN BENITO WY,SANTA CLARA AVE,,tube,WB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,1177,,,24,20,,,,,,,,,
,SFMTA,SAN ANSELMO AVE,SAN BENITO WY,SANTA CLARA AVE,,tube,EB,1,16,TUESDAY,16,3,2021,residential,QUALITY COUNTS,1069,,,24,20,,,,,,,,,
,SFMTA,SAN ANSELMO AVE,SAN BENITO WY,SANTA CLARA AVE,,tube,EB,2,17,WEDNESDAY,17,3,2021,residential,QUALITY COUNTS,1139,,,23,19,,,,,,,,,
,SFMTA,SAN CARLOS ST,18TH ST,19TH ST,,tube,NB,1,3,WEDNESDAY,3,3,2021,residential,QUALITY COUNTS,618,,,19,14,,,,,,,,,
,SFMTA,SAN CARLOS ST,18TH ST,19TH ST,,tube,NB,2,4,THURSDAY,4,3,2021,residential,QUALITY COUNTS,620,,,20,14,,,,,,,,,
,SFMTA,SKYVIEW WY,AQUAVISTA WY,OLYMPIA WY,,tube,NB,1,16,TUESDAY,16,2,2021,residential,QUALITY COUNTS,183,,,26,21,,,,,,,,,
,SFMTA,SKYVIEW WY,AQUAVISTA WY,OLYMPIA WY,,tube,NB,2,17,WEDNESDAY,17,2,2021,residential,QUALITY COUNTS,186,,,26,21,,,,,,,,,
,SFMTA,SKYVIEW WY,AQUAVISTA WY,OLYMPIA WY,,tube,SB,1,16,TUESDAY,16,2,2021,residential,QUALITY COUNTS,153,,,26,21,,,,,,,,,
,SFMTA,SKYVIEW WY,AQUAVISTA WY,OLYMPIA WY,,tube,SB,2,17,WEDNESDAY,17,2,2021,residential,QUALITY COUNTS,166,,,27,21,,,,,,,,,
,SFMTA,SKYVIEW WY,OLYMPIA WY,MARVIEW WY,,tube,NB,1,16,TUESDAY,16,2,2021,residential,QUALITY COUNTS,69,,,19,19,,,,,,,,,
,SFMTA,SKYVIEW WY,OLYMPIA WY,MARVIEW WY,,tube,NB,2,17,WEDNESDAY,17,2,2021,residential,QUALITY COUNTS,70,,,22,22,,,,,,,,,
